1	70	7	2017-07-03 09:45:01	2017-07-03 09:45:01
23	13	33	2017-07-04 17:04:47	2017-07-04 17:04:47
22	110	33	2017-07-04 17:04:38	2017-07-04 17:04:38
21	378	33	2017-07-04 17:04:30	2017-07-04 17:04:30
17	20	34	2017-07-04 17:01:19	2017-07-04 17:01:19
19	206	34	2017-07-04 17:01:47	2017-07-04 17:01:47
24	140	44	2017-07-20 09:18:55	2017-07-20 09:18:55
26	463	55	2017-08-15 16:53:50	2017-08-15 16:53:50
10	29	30	2017-07-04 16:46:41	2017-07-04 16:46:41
16	29	34	2017-07-04 17:01:02	2017-07-04 17:01:02
18	268	34	2017-07-04 17:01:35	2017-07-04 17:01:35
20	407	34	2017-07-04 17:01:56	2017-07-04 17:01:56
25	16	52	2017-08-11 08:21:15	2017-08-11 08:21:15
27	464	55	2017-08-15 16:53:58	2017-08-15 16:53:58
28	465	55	2017-08-15 16:54:05	2017-08-15 16:54:05
29	466	55	2017-08-15 16:54:12	2017-08-15 16:54:12
30	467	55	2017-08-15 16:54:19	2017-08-15 16:54:19
31	468	55	2017-08-15 16:54:24	2017-08-15 16:54:24
32	469	55	2017-08-15 16:54:31	2017-08-15 16:54:31
33	470	55	2017-08-15 16:54:38	2017-08-15 16:54:38
34	471	55	2017-08-15 16:54:44	2017-08-15 16:54:44
35	472	55	2017-08-15 16:54:53	2017-08-15 16:54:53
36	473	55	2017-08-16 14:36:54	2017-08-16 14:36:54
37	474	55	2017-08-16 14:36:59	2017-08-16 14:36:59
38	475	55	2017-08-16 14:37:05	2017-08-16 14:37:05
39	476	55	2017-08-16 14:37:13	2017-08-16 14:37:13
40	477	55	2017-08-16 14:37:18	2017-08-16 14:37:18
41	478	55	2017-08-16 14:37:24	2017-08-16 14:37:24
42	479	55	2017-08-16 14:37:28	2017-08-16 14:37:28
43	480	55	2017-08-16 14:37:34	2017-08-16 14:37:34
44	481	55	2017-08-16 14:38:08	2017-08-16 14:38:08
45	482	55	2017-08-16 14:38:15	2017-08-16 14:38:15
46	483	55	2017-08-16 14:38:19	2017-08-16 14:38:19
47	484	55	2017-08-16 14:38:24	2017-08-16 14:38:24
48	486	55	2017-08-16 14:38:30	2017-08-16 14:38:30
49	485	55	2017-08-16 14:38:38	2017-08-16 14:38:38
50	487	55	2017-08-16 14:38:46	2017-08-16 14:38:46
51	488	55	2017-08-16 14:38:50	2017-08-16 14:38:50
52	489	55	2017-08-16 14:38:55	2017-08-16 14:38:55
53	490	55	2017-08-16 14:39:01	2017-08-16 14:39:01
54	491	55	2017-08-16 14:39:33	2017-08-16 14:39:33
55	492	55	2017-08-16 14:39:39	2017-08-16 14:39:39
56	493	55	2017-08-16 14:40:01	2017-08-16 14:40:01
57	1	60	2017-09-13 13:31:15	2017-09-13 13:31:15
58	2	60	2017-09-13 13:31:26	2017-09-13 13:31:26
59	6	60	2017-09-13 13:31:36	2017-09-13 13:31:36
60	13	60	2017-09-13 13:32:14	2017-09-13 13:32:14
61	30	60	2017-09-13 13:32:20	2017-09-13 13:32:20
62	37	60	2017-09-13 13:32:28	2017-09-13 13:32:28
63	42	60	2017-09-13 13:32:35	2017-09-13 13:32:35
64	49	60	2017-09-13 13:32:43	2017-09-13 13:32:43
65	179	60	2017-09-13 13:32:52	2017-09-13 13:32:52
66	214	60	2017-09-13 13:32:59	2017-09-13 13:32:59
67	242	60	2017-09-13 13:33:06	2017-09-13 13:33:06
68	293	60	2017-09-13 13:33:12	2017-09-13 13:33:12
69	110	60	2017-09-13 13:33:18	2017-09-13 13:33:18
70	378	60	2017-09-13 13:33:26	2017-09-13 13:33:26
71	20	60	2017-09-13 13:33:31	2017-09-13 13:33:31
72	1	62	2017-09-15 12:01:31	2017-09-15 12:01:31
73	3	62	2017-09-15 12:01:37	2017-09-15 12:01:37
74	4	62	2017-09-15 12:01:42	2017-09-15 12:01:42
75	30	62	2017-09-15 12:13:32	2017-09-15 12:13:32
76	37	62	2017-09-15 12:13:37	2017-09-15 12:13:37
77	110	62	2017-09-15 12:14:22	2017-09-15 12:14:22
78	114	62	2017-09-15 12:14:27	2017-09-15 12:14:27
79	114	63	2017-09-15 12:18:20	2017-09-15 12:18:20
80	110	63	2017-09-15 12:18:27	2017-09-15 12:18:27
81	37	63	2017-09-15 12:18:38	2017-09-15 12:18:38
82	30	63	2017-09-15 12:18:44	2017-09-15 12:18:44
83	4	63	2017-09-15 12:18:50	2017-09-15 12:18:50
84	3	63	2017-09-15 12:18:55	2017-09-15 12:18:55
85	1	63	2017-09-15 12:18:59	2017-09-15 12:18:59
86	1	10	2017-10-08 13:32:19	2017-10-08 13:32:19
87	3	10	2017-10-08 13:34:31	2017-10-08 13:34:31
88	6	10	2017-10-08 13:34:40	2017-10-08 13:34:40
89	378	10	2017-10-08 13:37:28	2017-10-08 13:37:28
90	110	10	2017-10-08 13:37:35	2017-10-08 13:37:35
91	30	10	2017-10-08 13:40:31	2017-10-08 13:40:31
92	532	10	2017-10-08 15:25:12	2017-10-08 15:25:12
93	105	65	2017-10-10 18:31:14	2017-10-10 18:31:14
94	11	73	2017-11-05 19:31:36	2017-11-05 19:31:36
95	42	74	2017-11-06 16:04:12	2017-11-06 16:04:12
